Title,URL,Publication Year,Abstract
METHODS AND APPARATUS FOR FACILITATING TASK EXECUTION USING A DRONE,https://lens.org/145-245-221-521-605,2020,"Methods, apparatus, systems, and articles of manufacture for facilitating task execution using a drone are disclosed. An example method includes accessing a result of a task performed by a task executor. The result includes one or more images of a task objective captured by the task executor. The result is validated based on a task definition provided by a task issuer. In response to the validation of the result indicating that the result complies with the task definition, the result is provided to the task issuer, and a reward is issued to the task executor."
METHODS AND APPARATUS FOR FACILITATING TASK EXECUTION USING A DRONE,https://lens.org/084-941-879-512-738,2019,"Methods, apparatus, systems, and articles of manufacture for facilitating task execution using a drone are disclosed. An example method includes accessing a result of a task performed by a task executor. The result includes one or more images of a task objective captured by the task executor. The result is validated based on a task definition provided by a task issuer. In response to the validation of the result indicating that the result complies with the task definition, the result is provided to the task issuer, and a reward is issued to the task executor."
A SELF-CONTROLLED UNMANNED AERIAL VEHICLE SYSTEM FOR FARMING APPLICATIONS AND ITS WORKING METHOD THEREOF,https://lens.org/002-770-826-457-087,2022,"The present invention generally relates to a self-controlled unmanned aerial vehicle system for farming applications and its working method thereof. The system comprises a cross-configured drone configured to takeoff upon receiving instructions from a ground control centre or a transmitter for flying in a complete angle, wherein butterfly net-wings are attached to proximal ends of the drone. A serial communication controller configured with a GPS (global positioning system) guidance unit to receive real-time coordinates from a pre-loaded trajectory to navigate said drone. A remote sensing camera positioned at distal end of said drone to monitor plants closely and take images/videos in a desired frame under stable flight condition configured to deliver image, audio, and video transmission to said control center and a prediction unit adapting deep learning approach to diagnose said images to detect diseases and other problems of plants and to control flight via a user interface, wherein said user interface comprises preloaded location coordinates and controlling data for complete controlling via a mission plan script feature which send threw a ground telemetry module to aircraft's air telemetry module to avoid human interference in flight control process. co C 2 . ,a & E 03 -! C L Z, 4-f. m f 4 -LL 2 . -l ir LoV O4 e jm r 4 -c A fo Z E-f CL4 ' m m1~ -- a Z, w c aC w -F 0 4 . LO u"
Unmanned aerial vehicle for situational awareness to first responders and alarm investigation,https://lens.org/142-555-683-079-633,2018,"A device, and method, for situational awareness of an emergency scene for first responders uses an unmanned aerial vehicle equipped with a sensor package in populated or otherwise restricted areas. The unmanned aerial vehicle is assigned to a control center for a designated incident while automatically tasking the unmanned aerial vehicle with the initiation of the incident response to autonomously proceed to the incident prior the control center taking active control of the unmanned aerial vehicle."
UNMANNED AERIAL VEHICLE FOR SITUATIONAL AWARENESS TO FIRST RESPONDERS AND ALARM INVESTIGATION,https://lens.org/028-276-472-114-481,2017,"A device, and method, for situational awareness of an emergency scene for first responders uses an unmanned aerial vehicle equipped with a sensor package in populated or otherwise restricted areas. The unmanned aerial vehicle is assigned to a control center for a designated incident while automatically tasking the unmanned aerial vehicle with the initiation of the incident response to autonomously proceed to the incident prior the control center taking active control of the unmanned aerial vehicle."
VOICE CONTROL,https://lens.org/108-494-927-337-020,2020,"A method of using speech recognition to control a utility, comprising: receiving a speech command spoken by a user and captured by at least one microphone; processing the speech command in order to automatically recognize and enact an intention of the user in each of a sequence of spoken elements in the command, the elements having an order from first to last in time, with at least one of the elements indicating an intention of the user to control the utility and a further one or more of the elements each specifying a respective parameter of the control intended by the user; and after the speaking of the first element in the voice command but prior to enacting the last element of the command, controlling illumination emitted by one or more luminaires of a lighting system to provide feedback to the user regarding the processing of the speech command, wherein the utility comprises one of: heating, air conditioning, ventilation, a window treatment, or play-out of media from an entertainment system."
VOICE CONTROL,https://lens.org/108-494-927-337-020,2020,"A method of using speech recognition to control a utility, comprising: receiving a speech command spoken by a user and captured by at least one microphone; processing the speech command in order to automatically recognize and enact an intention of the user in each of a sequence of spoken elements in the command, the elements having an order from first to last in time, with at least one of the elements indicating an intention of the user to control the utility and a further one or more of the elements each specifying a respective parameter of the control intended by the user; and after the speaking of the first element in the voice command but prior to enacting the last element of the command, controlling illumination emitted by one or more luminaires of a lighting system to provide feedback to the user regarding the processing of the speech command, wherein the utility comprises one of: heating, air conditioning, ventilation, a window treatment, or play-out of media from an entertainment system."
"Methods, systems and apparatus for voice control of a utility",https://lens.org/186-273-143-511-852,2021,"A method of using speech recognition to control a utility, comprising: receiving a speech command spoken by a user and captured by at least one microphone; processing the speech command in order to automatically recognize and enact an intention of the user in each of a sequence of spoken elements in the command, the elements having an order from first to last in time, with at least one of the elements indicating an intention of the user to control the utility and a further one or more of the elements each specifying a respective parameter of the control intended by the user; and after the speaking of the first element in the voice command but prior to enacting the last element of the command, controlling illumination emitted by one or more luminaires of a lighting system to provide feedback to the user regarding the processing of the speech command, wherein the utility comprises one of: heating, air conditioning, ventilation, a window treatment, or play-out of media from an entertainment system."
VOICE CONTROL,https://lens.org/052-127-635-304-046,2018,"A method of using speech recognition to control a utility, comprising: receiving a speech command spoken by a user and captured by at least one microphone; processing the speech command in order to automatically recognize and enact an intention of the user in each of a sequence of spoken elements in the command, the elements having an order from first to last in time, with at least one of the elements indicating an intention of the user to control the utility and a further one or more of the elements each specifying a respective parameter of the control intended by the user; and after the speaking of the first element in the voice command but prior to enacting the last element of the command, controlling illumination emitted by one or more luminaires of a lighting system to provide feedback to the user regarding the processing of the speech command, wherein the utility comprises one of: heating, air conditioning, ventilation, a window treatment, or play-out of media from an entertainment system."
METHOD AND APPARATUS FOR CABLE-DRIVEN ADAPTIVE VIBRATION CONTROL,https://lens.org/184-602-576-186-911,2019,"A vibration control system for an unmanned aerial vehicle (UAV) is disclosed. The system includes a base platform fixedly coupled to a UAV structure, a working platform coupled to the base platform by two or more cables at two or more connection points on the working platform, and two or more actuators positioned either on the base platform or the working platform, each actuator configured to receive a signal to adjust tension in a corresponding cable, wherein by adjusting tension in the two or more cables, natural frequency of the working platform can be adjusted in response to frequency of vibration experienced by the working platform in order to maintain a frequency ratio (FR) of the vibration frequency to the natural frequency at or above a predetermined value."
"Method performed in an autonomous unmanned aerial vehicle for enabling autonomous emergency assistance for a communication device registered in a regular cellular network, vehicle and device therefore",https://lens.org/143-711-169-487-704,2022,"A method for enabling autonomous emergency assistance for one or more communication device, CD, registered in a regular cellular network. The method is performed in an autonomous unmanned aerial vehicle, UAV, and comprises emulating a cellular network in a geographical region, wherein the UAV and the one or more CD are without connectivity with the regular cellular network, sending an information message in the geographical region, the message comprising an emergency response trigger, receiving an automatic emergency data response from the one or more CD in the geographical region, in response to the sent message, and determining an action based on the received automatic emergency data response. A CD, a UAV, a computer program and a computer program product are also presented."
"Method performed in an autonomous unmanned aerial vehicle for enabling autonomous emergency assistance for a communication device registered in a regular cellular network, vehicle and device therefore",https://lens.org/143-711-169-487-704,2022,"A method for enabling autonomous emergency assistance for one or more communication device, CD, registered in a regular cellular network. The method is performed in an autonomous unmanned aerial vehicle, UAV, and comprises emulating a cellular network in a geographical region, wherein the UAV and the one or more CD are without connectivity with the regular cellular network, sending an information message in the geographical region, the message comprising an emergency response trigger, receiving an automatic emergency data response from the one or more CD in the geographical region, in response to the sent message, and determining an action based on the received automatic emergency data response. A CD, a UAV, a computer program and a computer program product are also presented."
"Method performed in an autonomous unmanned aerial vehicle for enabling autonomous emergency assistance for a communication device registered in a regular cellular network, vehicle and device therefore",https://lens.org/143-711-169-487-704,2022,"A method for enabling autonomous emergency assistance for one or more communication device, CD, registered in a regular cellular network. The method is performed in an autonomous unmanned aerial vehicle, UAV, and comprises emulating a cellular network in a geographical region, wherein the UAV and the one or more CD are without connectivity with the regular cellular network, sending an information message in the geographical region, the message comprising an emergency response trigger, receiving an automatic emergency data response from the one or more CD in the geographical region, in response to the sent message, and determining an action based on the received automatic emergency data response. A CD, a UAV, a computer program and a computer program product are also presented."
"METHOD PERFORMED IN AN AUTONOMOUS UNMANNED AERIAL VEHICLE FOR ENABLING AUTONOMOUS EMERGENCY ASSISTANCE FOR A COMMUNICATION DEVICE REGISTERED IN A REGULAR CELLULAR NETWORK, VEHICLE AND DEVICE THEREFORE",https://lens.org/178-259-506-618-333,2020,"A method for enabling autonomous emergency assistance for one or more communication device, CD, registered in a regular cellular network. The method is performed in an autonomous unmanned aerial vehicle, UAV, and comprises emulating a cellular network in a geographical region, wherein the UAV and the one or more CD are without connectivity with the regular cellular network, sending an information message in the geographical region, the message comprising an emergency response trigger, receiving an automatic emergency data response from the one or more CD in the geographical region, in response to the sent message, and determining an action based on the received automatic emergency data response. A CD, a UAV, a computer program and a computer program product are also presented."
ROBOTIC DRONE,https://lens.org/158-952-072-059-553,2018,"Various aspects of the present disclosure are directed to autonomous drones for indoor environments. In some example embodiments, an autonomous drone may include a simultaneous localization and mapping system that facilitates autonomous flight of the drone within a warehouse. The simultaneous localization and mapping system may operate in conjunction with a vision-based navigation system that corrects for at least one of drift and yaw."
SYSTEMS AND METHODS FOR STARTING A SENSORLESS MOTOR,https://lens.org/005-194-684-030-155,2021,"Systems, devices, and methods for: an unmanned aerial vehicle (UAV); at least one sensorless motor comprising a set of windings and a rotor; at least one propeller connected to the at least one sensorless motor; a microcontroller in communication with the at least one sensorless motor, wherein the microcontroller is configured to: determine a rotation rate of the at least one propeller; determine a rotation direction of the at least one propeller; provide an output to stop the at least one propeller and provide an output to start the at least one propeller."
Systems and methods for starting a sensorless motor,https://lens.org/106-951-698-394-838,2022,"Systems, devices, and methods for: an unmanned aerial vehicle (UAV); at least one sensorless motor comprising a set of windings and a rotor; at least one propeller connected to the at least one sensorless motor; a microcontroller in communication with the at least one sensorless motor, wherein the microcontroller is configured to: determine a rotation rate of the at least one propeller; determine a rotation direction of the at least one propeller; provide an output to stop the at least one propeller and provide an output to start the at least one propeller."
Systems and methods for starting a sensorless motor,https://lens.org/106-951-698-394-838,2022,"Systems, devices, and methods for: an unmanned aerial vehicle (UAV); at least one sensorless motor comprising a set of windings and a rotor; at least one propeller connected to the at least one sensorless motor; a microcontroller in communication with the at least one sensorless motor, wherein the microcontroller is configured to: determine a rotation rate of the at least one propeller; determine a rotation direction of the at least one propeller; provide an output to stop the at least one propeller and provide an output to start the at least one propeller."
UAV PANORAMIC IMAGING,https://lens.org/120-791-916-925-869,2022,"A method includes in response to receiving an instruction for starting a panoramic mode, controlling an unmanned aerial vehicle (UAV) to hover at or near a predetermined location; while the UAV is hovering at or near the predetermined location, causing an image capturing device to capture a plurality of images by controlling a carrier that couples the image capturing device to the UAV to rotate the image capturing device about a first axis of the carrier; and stabilizing the image capturing device against motions with respect to a second axis or a third axis of the carrier while the image capturing device is rotating about the first axis of the carrier."
UAV PANORAMIC IMAGING,https://lens.org/120-791-916-925-869,2022,"A method includes in response to receiving an instruction for starting a panoramic mode, controlling an unmanned aerial vehicle (UAV) to hover at or near a predetermined location; while the UAV is hovering at or near the predetermined location, causing an image capturing device to capture a plurality of images by controlling a carrier that couples the image capturing device to the UAV to rotate the image capturing device about a first axis of the carrier; and stabilizing the image capturing device against motions with respect to a second axis or a third axis of the carrier while the image capturing device is rotating about the first axis of the carrier."
UAV AND UAV LANDING CONTROL DEVICE AND METHOD,https://lens.org/101-106-989-254-86X,2018,"The present invention relates to an unmanned aerial vehicle (UAV) (200), a UAV landing control device (100) and method. The UAV landing control method includes: receiving a trigger command; starting to monitor under control of the trigger command and outputting monitoring information based on a landing platform below the UAV (200), where the UAV (200) has one or more rotors; and determining whether to control the one or more rotors of the UAV (200) to stop rotation based on the monitoring information.
"
UAV AND UAV LANDING CONTROL DEVICE AND METHOD,https://lens.org/072-653-063-757-511,2017,"The present invention relates to an unmanned aerial vehicle (UAV) (200), a UAV landing control device (100) and method. The UAV landing control method includes: receiving a trigger command; starting to monitor under control of the trigger command and outputting monitoring information based on a landing platform below the UAV (200), where the UAV (200) has one or more rotors; and determining whether to control the one or more rotors of the UAV (200) to stop rotation based on the monitoring information."
System and method for countering drones,https://lens.org/174-121-850-355-256,2020,"In accordance with various embodiments of the disclosed subject matter, a system, apparatus and method is configured to receive/process radio frequency emanations of a potentially threatening drone to generate therefrom a human-recognizable audio signal characteristic of the drone (i.e., a “voice” of the drone) so that a warfighter may be alerted to the activity of the drone and respond accordingly."
Unmanned aerial vehicle approach notification,https://lens.org/135-668-596-563-651,2018,"An unmanned aerial vehicle (UAV) may provide an approach notification to enable people to understand and interpret actions by the UAV, such as an intention to land or deposit a package at a particular location. The UAV may communicate a specific intention of the UAV and/or communicate a request to a person. The UAV may monitor the person or data signals for a response from the person, such as movement of the person that indicates a response. The UAV may be equipped with hardware and/or software configured to provide notifications and/or exchange information with a person at or near a destination. The UAV may include lights, a speaker, and possibly a projector to enable the UAV to project information and/or text on a surface. The UAV may control a moveable mechanism to “point” toward the person, at an object, or in another direction."
TWO-WAY CONTROL OF IOT DEVICES USING AR CAMERA,https://lens.org/192-636-379-420-954,2023,"Systems and methods for controlling Internet of Things (IoT) devices using an augmented reality (AR) camera are provided. The system includes a sensor and a server that receives an input from the sensor and presents an AR object on the display of the AR camera device that corresponds to the input from the sensor. A response to the displayed AR object from a user of the AR camera device is used to select a command to send to one or more IoT devices to perform an action corresponding to the user response to the displayed AR object. In an example, an AR smoke object is overlayed on the AR camera display in response to a smoke detection signal from a smoke detector. In response to the user swiping or gesturing to push away the AR smoke object, a window opening command is sent to one or more IoT enabled windows."
TWO-WAY CONTROL OF IOT DEVICES USING AR CAMERA,https://lens.org/192-636-379-420-954,2023,"Systems and methods for controlling Internet of Things (IoT) devices using an augmented reality (AR) camera are provided. The system includes a sensor and a server that receives an input from the sensor and presents an AR object on the display of the AR camera device that corresponds to the input from the sensor. A response to the displayed AR object from a user of the AR camera device is used to select a command to send to one or more IoT devices to perform an action corresponding to the user response to the displayed AR object. In an example, an AR smoke object is overlayed on the AR camera display in response to a smoke detection signal from a smoke detector. In response to the user swiping or gesturing to push away the AR smoke object, a window opening command is sent to one or more IoT enabled windows."
System and method for preventing inadvertent loss of surveillance coverage for an unmanned aerial system (UAS),https://lens.org/054-762-605-063-70X,2022,"An unmanned aerial system (UAS) is disclosed. In embodiments, the UAS includes an unmanned aerial vehicle (UAV) and a controller communicatively coupled to the UAV. In embodiments, the UAS controller may be configured to: acquire a surveillance quality model for a prescribed flight path; generate one or more control signals configured to cause the UAV to perform a monitored flight along the prescribed flight path; acquire actual surveillance quality data during the monitored flight along the prescribed flight path; compare the actual surveillance quality data to the surveillance quality model; identify a surveillance quality deviation between the actual surveillance quality and the surveillance quality model; and generate one or more control signals configured to cause the UAV to perform one or more corrective actions or maneuvers if the identified surveillance quality deviation exceeds a threshold deviation value."
ELECTRONIC SPEED CONTROLLER ARM FOR VEHICLE,https://lens.org/136-558-357-290-675,2017,"According to various embodiments, an unmanned aerial vehicle (UAV) is provided. The UAV may include a motor controller. The UAV may further include a motor connected to the motor controller. The UAV may further include an arm connected between the motor controller and the motor. The UAV may further include a plurality of electronic speed control components integrated within the arm, the electronic speed control components configured to control the speed of the motor."
Electronic speed controller arm for vehicle,https://lens.org/051-496-110-569-129,2018,"According to various embodiments, an unmanned aerial vehicle (UAV) is provided. The UAV may include a motor controller. The UAV may further include a motor connected to the motor controller. The UAV may further include an arm connected between the motor controller and the motor. The UAV may further include a plurality of electronic speed control components integrated within the arm, the electronic speed control components configured to control the speed of the motor."
SYSTEMS AND METHOD FOR CONTROLLING ELECTRONIC DEVICES USING RADIO FREQUENCY IDENTIFICATION (RFID) DEVICES,https://lens.org/170-701-366-371-006,2015,A control system includes an RFID device and an RFID reader antenna configured to receive a signal from the RFID device. The signal is associated with a command. A transmitter transmits the command to an electronic device to operate the electronic device.
SYSTEMS AND METHOD FOR CONTROLLING ELECTRONIC DEVICES USING RADIO FREQUENCY IDENTIFICATION (RFID) DEVICES,https://lens.org/033-253-531-939-344,2017,A control system includes an RFID device and an RFID reader antenna configured to receive a signal from the RFID device. The signal is associated with a command. A transmitter transmits the command to an electronic device to operate the electronic device.
Systems and method for controlling electronic devices using radio frequency identification (RFID) devices,https://lens.org/034-398-913-721-379,2017,A control system includes an RFID device and an RFID reader antenna configured to receive a signal from the RFID device. The signal is associated with a command. A transmitter transmits the command to an electronic device to operate the electronic device.
Systems and method for controlling electronic devices using radio frequency identification (RFID) devices,https://lens.org/012-632-995-554-678,2016,A control system includes an RFID device and an RFID reader antenna configured to receive a signal from the RFID device. The signal is associated with a command. A transmitter transmits the command to an electronic device to operate the electronic device.
System and method for monitoring a moving vehicle,https://lens.org/032-525-375-854-866,2021,"A system includes a drone for monitoring a second vehicle moving along a route. The drone includes a processing unit, a speed control unit, a sensor system, and a communication module. The processing unit determines a braking distance for the second vehicle in response to a current speed of the second vehicle and determines a leading distance for the drone based on the braking distance. The speed control unit adjusts a guide speed and a position of the unmanned vehicle such that the drone travels ahead of the second vehicle by at least the leading distance. The sensor system detects a hazardous condition along the route ahead of the unmanned vehicle, and the communication module enables a wireless communication link between the drone and the second vehicle for notifying the second vehicle of the hazardous condition."
SYSTEM AND METHOD FOR MONITORING A MOVING VEHICLE,https://lens.org/192-811-023-478-130,2021,"A system includes a drone for monitoring a second vehicle moving along a route. The drone includes a processing unit, a speed control unit, a sensor system, and a communication module. The processing unit determines a braking distance for the second vehicle in response to a current speed of the second vehicle and determines a leading distance for the drone based on the braking distance. The speed control unit adjusts a guide speed and a position of the unmanned vehicle such that the drone travels ahead of the second vehicle by at least the leading distance. The sensor system detects a hazardous condition along the route ahead of the unmanned vehicle, and the communication module enables a wireless communication link between the drone and the second vehicle for notifying the second vehicle of the hazardous condition."
"SYSTEM, METHOD, AND PROGRAM FOR CONTROLLING DRONE",https://lens.org/011-175-563-656-331,2019,"The present invention is to provide a system, a method, and a program for controlling a drone to taken an image at high resolution if a predetermined condition is satisfied. The system includes an image acquisition unit that acquires an image taken by a drone; an image analysis unit that analyzes the acquired image; an extraction unit that extracts a point that satisfies a predetermined condition based on the result of the image analysis; a position coordinate acquisition unit that acquires the position coordinate of the extracted point; and a control unit that controls the drone to fly to the acquired position coordinate and take an image at a higher resolution than that of the analyzed image."
RENDERING METHOD FOR DRONE GAME,https://lens.org/146-067-792-964-597,2022,"A rendering method for a drone game includes the following steps. Firstly, a drone, a control device, a display device and an information node are provided. The drone includes a plurality of cameras. Then, a plurality of images acquired from the plurality of cameras of the drone are stitched as a panoramic image by the control device, and the panoramic image is displayed on the display device. Then, a ready signal is issued from the information node to the display device, and the control device accesses the drone game through an authorization of the information node in response to the ready signal. Then, at least one virtual object is generated in the panoramic image. Consequently, the sound, light and entertainment effects of the drone game are effectively enhanced, and the fun and diversity of the drone game are increased."
Rendering method for drone game,https://lens.org/156-087-857-559-877,2023,"A rendering method for a drone game includes the following steps. Firstly, a drone, a control device, a display device and an information node are provided. The drone includes a plurality of cameras. Then, a plurality of images acquired from the plurality of cameras of the drone are stitched as a panoramic image by the control device, and the panoramic image is displayed on the display device. Then, a ready signal is issued from the information node to the display device, and the control device accesses the drone game through an authorization of the information node in response to the ready signal. Then, at least one virtual object is generated in the panoramic image. Consequently, the sound, light and entertainment effects of the drone game are effectively enhanced, and the fun and diversity of the drone game are increased."
Rendering method for drone game,https://lens.org/156-087-857-559-877,2023,"A rendering method for a drone game includes the following steps. Firstly, a drone, a control device, a display device and an information node are provided. The drone includes a plurality of cameras. Then, a plurality of images acquired from the plurality of cameras of the drone are stitched as a panoramic image by the control device, and the panoramic image is displayed on the display device. Then, a ready signal is issued from the information node to the display device, and the control device accesses the drone game through an authorization of the information node in response to the ready signal. Then, at least one virtual object is generated in the panoramic image. Consequently, the sound, light and entertainment effects of the drone game are effectively enhanced, and the fun and diversity of the drone game are increased."
RENDERING METHOD FOR DRONE GAME,https://lens.org/146-067-792-964-597,2022,"A rendering method for a drone game includes the following steps. Firstly, a drone, a control device, a display device and an information node are provided. The drone includes a plurality of cameras. Then, a plurality of images acquired from the plurality of cameras of the drone are stitched as a panoramic image by the control device, and the panoramic image is displayed on the display device. Then, a ready signal is issued from the information node to the display device, and the control device accesses the drone game through an authorization of the information node in response to the ready signal. Then, at least one virtual object is generated in the panoramic image. Consequently, the sound, light and entertainment effects of the drone game are effectively enhanced, and the fun and diversity of the drone game are increased."
RENDERING METHOD FOR DRONE GAME,https://lens.org/146-067-792-964-597,2022,"A rendering method for a drone game includes the following steps. Firstly, a drone, a control device, a display device and an information node are provided. The drone includes a plurality of cameras. Then, a plurality of images acquired from the plurality of cameras of the drone are stitched as a panoramic image by the control device, and the panoramic image is displayed on the display device. Then, a ready signal is issued from the information node to the display device, and the control device accesses the drone game through an authorization of the information node in response to the ready signal. Then, at least one virtual object is generated in the panoramic image. Consequently, the sound, light and entertainment effects of the drone game are effectively enhanced, and the fun and diversity of the drone game are increased."
Drone airborne monitoring system,https://lens.org/052-759-342-805-379,2015,"The invention discloses a drone monitoring system. An emergency buffer parachute is installed on the top of a drone, and semicircular propeller protectors are additionally installed between pairs of upper propellers and lower propellers respectively. Two vidicons and four 100-watt LED lamps are mounted on a mounting rod. Two angle adjustable high-definition mini-type cameras are installed at the lower portion of the drone. An annular drone base is installed at the bottom of the drone. A launching platform frame located on the ground is connected with the drone in a butt joint mode. A power source and video line rolling frame is installed at the lower portion of the launching platform frame, and the inlet end of a power line on the power source and video line rolling frame is connected with a direct current voltage regulator. The drone airborne monitoring system is further provided with an induction motor and a remote control box. The drone airborne monitoring system has a very good lighting function, and shot pictures are clear; by means of a ground power supplying system and a video synchronous downloading system, monitoring can be carried out for a long time; the induction motor device is arranged, and the motor can automatically induct the height of the drone and automatically rotate to take up and pay off the wire, and the wire is reasonably utilized to the maximum extent."
Four rotor crafts of wireless video monitoring and many PID regulation control gesture,https://lens.org/185-074-139-892-658,2015,"The utility model provides a four rotor crafts of wireless video monitoring and many PID regulation control gesture, include: electrical power generating system, video monitor system, remote control system, motion control system, four brushless DC motor speed regulators and four brushless DC motor. The advantage does: being strong four rotor crafts of stablizing of an interference killing feature, simultaneously, expanding taking photo by plane and the local record of four rotor crafts, open intelligent robot's research and development platform can be regarded as to this aircraft, also can be used to the research and the teaching in fields such as control theory, robotechnology."
Multi function photo electro acoustic ions drone,https://lens.org/082-668-154-610-624,2018,"An autonomous drone integrated with wide bandwidth, high energy acoustic wave generators sent to evict and eradicate agricultural pests within a patrolling area. The drone hovering close to a plant bombards its leaves and fruits with high energy acoustic waves via frequency and tone determined by an onboard synthesizer through acoustic power amplified to drive the sideways and bottom mounted acoustic wave generators. Agricultural pests such as caterpillar, beetle and the like are bombarded with powerful acoustic waves causing their bodies to vigorously vibrate and resonate with synthesizer frequency to dislodge or kill the pests. Other insects such as moths are forced airborne by a propeller's strong downdraft and are electrocuted by integrated high voltage screens. Inside a hotel room, the drone hovers close to a surface of a bedding mattress, bombarding the surfaces with powerful acoustic waves tuned to frequencies that cause bed bugs to resonate and die."
Multi Function Photo Electro Acoustic Ions Drone,https://lens.org/135-583-038-183-715,2018,"An autonomous drone integrated with wide bandwidth, high energy acoustic wave generators sent to evict and eradicate agricultural pests within a patrolling area. The drone hovering close to a plant bombards its leaves and fruits with high energy acoustic waves via frequency and tone determined by an onboard synthesizer through acoustic power amplified to drive the sideways and bottom mounted acoustic wave generators. Agricultural pests such as caterpillar, beetle and the like are bombarded with powerful acoustic waves causing their bodies to vigorously vibrate and resonate with synthesizer frequency to dislodge or kill the pests. Other insects such as moths are forced airborne by a propeller's strong downdraft and are electrocuted by integrated high voltage screens. Inside a hotel room, the drone hovers close to a surface of a bedding mattress, bombarding the surfaces with powerful acoustic waves tuned to frequencies that cause bed bugs to resonate and die."
MULTI-FUNCTION PHOTO ELECTRO ACOUSTIC IONS DRONE,https://lens.org/151-236-329-672-23X,2018,"An autonomous drone integrated with wide bandwidth, high energy acoustic wave generators sent to evict and eradicate agricultural pests within a patrolling area. The drone hovering close to a plant bombards its leaves and fruits with high energy acoustic waves via frequency and tone determined by an onboard synthesizer through acoustic power amplified to drive the sideways and bottom mounted acoustic wave generators. Agricultural pests such as caterpillar, beetle and the like are bombarded with powerful acoustic waves causing their bodies to vigorously vibrate and resonate with synthesizer frequency to dislodge or kill the pests. Other insects such as moths are forced airborne by a propeller's strong downdraft and are electrocuted by integrated high voltage screens. Inside a hotel room, the drone hovers close to a surface of a bedding mattress, bombarding the surfaces with powerful acoustic waves tuned to frequencies that cause bed bugs to resonate and die."
APPARATUS FOR REMOTE SENSING USING DRONE,https://lens.org/196-447-008-205-967,2017,"Disclosed herein is an apparatus for remote sensing using a drone. An apparatus for remote sensing using a drone includes: a drone station which communicates with a server through a satellite and includes a containment portion at an upper portion and a post portion at a lower portion; and a drone which is contained in a containment portion of the drone station and communicates with the drone station, and further includes: a solar panel which is installed at the drone station and converts solar energy into electric energy; an capacitor which is installed at the drone station and stores electric energy generated by the solar panel; and a charging container access deck which is installed at the containment portion and charges the drone."
Wild-life surveillance and protection,https://lens.org/128-816-441-109-583,2020,"At least two unmanned air vehicle (UAV) drones are deployed to a target location, the target location being associated with a species. At least one robot is deployed to the target location, wherein the at least one robot mimics an appearance of the species. Sensor data is collected from the at least two UAV drones. The sensor data is analyzed to determine whether a threat condition exists. In response to a determination of the threat condition, the at least one robot is repositioned to counteract the threat condition."
RADIO BEACON SYSTEM,https://lens.org/033-272-922-106-335,2020,"A radio beacon system configured to assist autonomous flight of one or more unmanned aerial vehicles (UAVs), wherein the radio beacon system comprises:—a drone device (200), configured to be installed on an UAV and including a radio transceiver, and—a radio beacon device (100), configured to be installed on ground and including N antenna arrays (110, 120) with N≥2, one or more radio transceivers configured to communicate with the radio transceiver of the drone device (200), and at least one processing unit (130), wherein each antenna array (110, 120) has M antenna elements (115, 125) with M≥2 associated to respective beamforming electronic weights w(n, m), with n ranging from 1 to N and m ranging from 1 to M, wherein said at least one processing unit (130) is configured to perform an adaptive beamforming method for assisting autonomous flight of the UAV."
AUTONOMOUS CARGO DELIVERY SYSTEM,https://lens.org/023-213-422-813-110,2019,"An autonomous aerial vehicle includes a flight controller and a mission manager in communication with the flight controller. The flight controller is configured to navigate the autonomous aerial vehicle. The mission manager is configured to receive mission data. The mission data identifies both a landing zone and a designated touchdown zone located within the landing zone. The mission manager is further configured to provide flight control data to the flight controller. The flight control data causes the flight controller to navigate the autonomous aerial vehicle to a predetermined distance from the landing zone. The mission manager is further configured to determine, subsequent to the autonomous aerial vehicle reaching the predetermined distance, whether landing at the designated touchdown zone is feasible. The mission manager is further configured, in response to determining that landing at the designated touchdown zone is not feasible, to identify an alternate touchdown zone located within the landing zone for landing the autonomous aerial vehicle."
Autonomous cargo delivery system,https://lens.org/109-212-870-691-181,2020,"An autonomous aerial vehicle includes a flight controller and a mission manager in communication with the flight controller. The flight controller is configured to navigate the autonomous aerial vehicle. The mission manager is configured to receive mission data. The mission data identifies both a landing zone and a designated touchdown zone located within the landing zone. The mission manager is further configured to provide flight control data to the flight controller. The flight control data causes the flight controller to navigate the autonomous aerial vehicle to a predetermined distance from the landing zone. The mission manager is further configured to determine, subsequent to the autonomous aerial vehicle reaching the predetermined distance, whether landing at the designated touchdown zone is feasible. The mission manager is further configured, in response to determining that landing at the designated touchdown zone is not feasible, to identify an alternate touchdown zone located within the landing zone for landing the autonomous aerial vehicle."
Adjustable antenna system for unmanned aerial vehicle,https://lens.org/060-728-768-994-144,2020,"An antenna system for an unmanned aerial vehicle (UAV) includes one or more antennas, a reflector, and a control system. The control system is configured to determine a density of antenna towers near the UAV, determine a position for an active antenna of the one or more antennas based on the density, and adjust the active antenna to the determined position. In some embodiments, the antenna system further includes one or more switches, each of the one or more antennas is a different distance from the reflector, and the switches are used to adjust the active antenna to the determined position by selecting a one of the one or more antennas closest to the determined position as the active antenna. In some embodiments, the antenna system further includes an actuator and the active antenna is moved to the determined position using the actuator."
